age,sex,body_type,height,job,lives_in_san_francisco,religious,sign,age_grouped
30,m,fit,71.0,sales / marketing / biz dev,True,False,virgo,30.0
26,m,overweight,72.0,computer / hardware / software,False,True,aquarius,25.0
41,m,fit,72.0,political / government,True,True,gemini,40.0
43,f,rather not say,66.0,science / tech / engineering,True,True,scorpio,40.0
31,m,fit,72.0,student,False,False,gemini,30.0
22,m,a little extra,71.0,student,False,True,unknown,20.0
48,m,a little extra,74.0,education / academia,False,True,cancer,45.0
35,m,athletic,69.0,other,True,True,cancer,35.0
59,m,thin,70.0,education / academia,False,True,sagittarius,55.0
32,f,rather not say,64.0,law / legal services,True,False,unknown,30.0
50,m,athletic,71.0,artistic / musical / writer,True,False,aries,50.0
27,m,athletic,71.0,entertainment / media,True,True,unknown,25.0
28,m,fit,73.0,computer / hardware / software,False,True,virgo,25.0
32,m,average,76.0,not specified,True,False,scorpio,30.0
28,m,athletic,69.0,law / legal services,True,True,leo,25.0
38,f,full figured,70.0,clerical / administrative,False,True,scorpio,35.0
30,m,fit,72.0,science / tech / engineering,True,True,gemini,30.0
25,m,skinny,72.0,computer / hardware / software,False,True,capricorn,25.0
32,m,athletic,73.0,sales / marketing / biz dev,True,False,taurus,30.0
30,m,athletic,73.0,science / tech / engineering,True,False,unknown,30.0
39,m,fit,70.0,other,False,False,virgo,35.0
24,m,average,71.0,science / tech / engineering,True,True,unknown,20.0
28,m,fit,72.0,artistic / musical / writer,False,True,sagittarius,25.0
32,f,rather not say,65.0,artistic / musical / writer,False,True,pisces,30.0
22,m,fit,72.0,not specified,False,True,gemini,20.0
25,m,fit,72.0,medicine / health,True,True,leo,25.0
54,f,average,63.0,law / legal services,False,False,leo,50.0
40,m,skinny,72.0,hospitality / travel,True,True,cancer,40.0
26,m,athletic,71.0,science / tech / engineering,True,True,unknown,25.0
28,f,average,62.0,not specified,True,False,virgo,25.0
44,m,rather not say,76.0,science / tech / engineering,False,False,pisces,40.0
28,m,athletic,77.0,banking / financial / real estate,True,False,pisces,25.0
59,f,average,64.0,artistic / musical / writer,False,True,aquarius,55.0
23,f,thin,63.0,political / government,True,True,pisces,20.0
23,f,average,66.0,student,True,False,unknown,20.0
67,f,rather not say,62.0,other,False,True,gemini,65.0
29,m,average,74.0,entertainment / media,False,True,unknown,25.0
39,m,average,68.0,medicine / health,True,True,gemini,35.0
36,m,average,72.0,computer / hardware / software,False,False,taurus,35.0
37,f,average,64.0,sales / marketing / biz dev,False,False,sagittarius,35.0
39,m,fit,65.0,science / tech / engineering,False,True,virgo,35.0
23,f,skinny,66.0,other,True,False,sagittarius,20.0
33,m,fit,72.0,artistic / musical / writer,True,False,sagittarius,30.0
38,f,curvy,73.0,education / academia,True,True,sagittarius,35.0
34,f,curvy,66.0,medicine / health,True,False,leo,30.0
24,f,average,68.0,other,True,True,scorpio,20.0
30,f,athletic,72.0,medicine / health,True,True,leo,30.0
36,m,a little extra,70.0,computer / hardware / software,False,True,capricorn,35.0
29,m,average,67.0,military,False,True,libra,25.0
36,m,average,70.0,entertainment / media,False,False,capricorn,35.0
37,m,thin,72.0,not specified,False,False,unknown,35.0
29,m,thin,77.0,artistic / musical / writer,True,True,virgo,25.0
68,m,thin,68.0,other,False,True,aquarius,65.0
26,m,skinny,71.0,entertainment / media,True,True,virgo,25.0
19,f,average,65.0,student,True,True,taurus,15.0
41,f,rather not say,57.0,medicine / health,False,True,gemini,40.0
61,m,a little extra,71.0,other,True,True,scorpio,60.0
34,m,fit,69.0,other,False,True,aries,30.0
33,f,curvy,63.0,sales / marketing / biz dev,False,True,sagittarius,30.0
43,f,average,64.0,executive / management,True,True,scorpio,40.0
23,f,skinny,65.0,artistic / musical / writer,True,True,aries,20.0
27,m,average,66.0,hospitality / travel,False,False,virgo,25.0
50,f,athletic,66.0,education / academia,False,False,taurus,50.0
25,m,average,72.0,computer / hardware / software,True,True,aquarius,25.0
54,f,curvy,63.0,not specified,False,True,aquarius,50.0
23,f,average,64.0,education / academia,False,False,sagittarius,20.0
24,m,fit,71.0,banking / financial / real estate,True,True,leo,20.0
38,m,fit,71.0,not specified,True,True,unknown,35.0
37,m,average,72.0,science / tech / engineering,False,False,aquarius,35.0
22,f,curvy,68.0,banking / financial / real estate,True,True,capricorn,20.0
25,f,thin,65.0,sales / marketing / biz dev,True,False,scorpio,25.0
31,f,fit,72.0,education / academia,False,False,libra,30.0
33,f,athletic,64.0,computer / hardware / software,False,True,capricorn,30.0
39,f,curvy,66.0,artistic / musical / writer,True,True,capricorn,35.0
47,f,average,65.0,banking / financial / real estate,False,True,libra,45.0
25,f,average,67.0,other,True,False,libra,25.0
27,f,thin,65.0,not specified,True,False,sagittarius,25.0
28,f,full figured,70.0,other,True,True,cancer,25.0
33,m,average,71.0,computer / hardware / software,False,False,aries,30.0
37,f,skinny,62.0,sales / marketing / biz dev,True,False,aries,35.0
25,f,rather not say,67.0,education / academia,False,True,aries,25.0
50,m,athletic,70.0,construction / craftsmanship,False,True,scorpio,50.0
26,m,thin,67.0,other,True,False,unknown,25.0
32,f,athletic,61.0,computer / hardware / software,True,True,unknown,30.0
25,m,jacked,70.0,science / tech / engineering,True,True,virgo,25.0
46,m,rather not say,69.0,not specified,True,True,aquarius,45.0
25,f,rather not say,65.0,medicine / health,False,True,aries,25.0
45,m,thin,72.0,artistic / musical / writer,True,False,gemini,45.0
22,f,curvy,64.0,student,False,True,sagittarius,20.0
23,f,average,62.0,artistic / musical / writer,True,True,sagittarius,20.0
45,f,average,69.0,other,True,True,unknown,45.0
51,f,fit,64.0,medicine / health,False,True,cancer,50.0
23,f,average,59.0,other,True,True,leo,20.0
35,f,fit,65.0,political / government,True,True,leo,35.0
31,f,athletic,68.0,science / tech / engineering,False,False,unknown,30.0
22,f,fit,64.0,student,True,False,capricorn,20.0
36,f,fit,62.0,student,False,False,taurus,35.0
44,f,average,67.0,other,True,False,scorpio,40.0
32,m,athletic,71.0,entertainment / media,True,True,pisces,30.0
27,m,rather not say,71.0,science / tech / engineering,True,False,gemini,25.0
39,m,fit,64.0,construction / craftsmanship,True,False,unknown,35.0
23,f,average,67.0,science / tech / engineering,True,True,libra,20.0
29,m,average,69.0,not specified,True,False,libra,25.0
25,m,average,72.0,law / legal services,False,True,aries,25.0
26,f,thin,62.0,student,False,True,leo,25.0
25,f,curvy,68.0,student,True,True,sagittarius,25.0
27,f,athletic,66.0,other,False,True,aquarius,25.0
50,f,curvy,65.0,law / legal services,False,True,aquarius,50.0
33,m,average,68.0,medicine / health,False,True,pisces,30.0
35,f,average,65.0,entertainment / media,False,False,pisces,35.0
29,m,rather not say,72.0,science / tech / engineering,False,True,pisces,25.0
38,f,curvy,66.0,medicine / health,False,False,virgo,35.0
26,m,average,69.0,other,False,False,unknown,25.0
26,f,fit,62.0,sales / marketing / biz dev,True,False,leo,25.0
30,m,rather not say,70.0,not specified,False,False,cancer,30.0
23,m,fit,71.0,not specified,False,True,unknown,20.0
37,m,average,66.0,education / academia,False,True,libra,35.0
24,m,rather not say,71.0,student,False,True,scorpio,20.0
47,m,average,68.0,other,False,True,unknown,45.0
40,m,a little extra,73.0,science / tech / engineering,True,False,unknown,40.0
34,m,average,78.0,science / tech / engineering,False,True,virgo,30.0
26,m,skinny,72.0,science / tech / engineering,True,True,leo,25.0
30,m,average,73.0,computer / hardware / software,False,True,taurus,30.0
21,m,fit,71.0,military,False,True,sagittarius,20.0
30,m,average,65.0,law / legal services,False,True,leo,30.0
28,m,athletic,68.0,education / academia,False,False,virgo,25.0
25,m,average,71.0,science / tech / engineering,False,True,cancer,25.0
39,m,a little extra,72.0,computer / hardware / software,True,False,virgo,35.0
25,m,rather not say,71.0,sales / marketing / biz dev,False,True,cancer,25.0
27,m,athletic,73.0,artistic / musical / writer,False,False,aquarius,25.0
42,m,athletic,73.0,not specified,False,False,cancer,40.0
41,m,average,70.0,computer / hardware / software,True,True,virgo,40.0
28,f,rather not say,65.0,education / academia,True,True,taurus,25.0
32,f,fit,69.0,entertainment / media,False,False,unknown,30.0
30,m,fit,73.0,other,True,True,virgo,30.0
30,m,thin,76.0,not specified,False,False,gemini,30.0
43,m,overweight,68.0,unemployed,False,True,gemini,40.0
20,f,thin,61.0,other,False,True,scorpio,20.0
36,m,athletic,66.0,other,False,True,sagittarius,35.0
29,m,average,66.0,student,False,False,virgo,25.0
27,f,average,66.0,student,False,True,virgo,25.0
25,f,curvy,67.0,artistic / musical / writer,False,False,taurus,25.0
19,m,a little extra,67.0,student,True,True,sagittarius,15.0
41,m,fit,67.0,not specified,True,False,unknown,40.0
35,m,rather not say,68.0,artistic / musical / writer,True,False,unknown,35.0
25,m,athletic,75.0,artistic / musical / writer,True,True,libra,25.0
24,f,curvy,66.0,other,True,True,libra,20.0
27,m,fit,71.0,computer / hardware / software,True,False,capricorn,25.0
26,m,athletic,69.0,education / academia,False,True,sagittarius,25.0
49,f,fit,67.0,clerical / administrative,False,True,taurus,45.0
43,f,average,61.0,other,True,True,scorpio,40.0
32,f,fit,64.0,student,True,False,unknown,30.0
29,f,full figured,69.0,medicine / health,False,True,capricorn,25.0
45,f,athletic,69.0,education / academia,False,False,gemini,45.0
31,m,athletic,70.0,other,True,True,sagittarius,30.0
35,m,average,66.0,entertainment / media,True,False,aries,35.0
19,m,average,68.0,not specified,False,True,virgo,15.0
34,m,average,69.0,banking / financial / real estate,True,False,libra,30.0
37,m,average,71.0,computer / hardware / software,True,True,capricorn,35.0
28,m,athletic,73.0,science / tech / engineering,True,True,aries,25.0
27,m,athletic,66.0,clerical / administrative,False,True,virgo,25.0
44,m,fit,72.0,computer / hardware / software,True,True,capricorn,40.0
24,m,skinny,68.0,student,False,True,aries,20.0
33,f,curvy,70.0,education / academia,True,True,pisces,30.0
31,m,average,68.0,executive / management,True,True,unknown,30.0
34,m,fit,69.0,executive / management,False,True,sagittarius,30.0
27,m,fit,67.0,science / tech / engineering,True,False,unknown,25.0
22,m,athletic,72.0,computer / hardware / software,False,True,leo,20.0
24,m,curvy,72.0,other,True,True,aries,20.0
35,m,fit,73.0,other,True,False,taurus,35.0
28,m,rather not say,70.0,construction / craftsmanship,False,True,pisces,25.0
31,m,average,69.0,entertainment / media,True,True,cancer,30.0
23,f,average,68.0,computer / hardware / software,True,True,unknown,20.0
60,m,thin,69.0,other,False,True,gemini,60.0
30,f,fit,63.0,not specified,False,False,cancer,30.0
31,m,athletic,67.0,medicine / health,True,False,leo,30.0
30,m,average,68.0,medicine / health,True,True,virgo,30.0
24,m,athletic,72.0,medicine / health,True,True,unknown,20.0
33,f,average,67.0,medicine / health,True,True,gemini,30.0
47,f,fit,67.0,entertainment / media,False,False,unknown,45.0
25,m,athletic,67.0,banking / financial / real estate,True,False,cancer,25.0
39,m,fit,72.0,political / government,True,True,aries,35.0
33,m,average,69.0,science / tech / engineering,False,True,capricorn,30.0
42,f,thin,72.0,medicine / health,True,True,aries,40.0
51,f,curvy,72.0,science / tech / engineering,False,False,taurus,50.0
25,f,full figured,61.0,student,True,True,capricorn,25.0
31,f,rather not say,67.0,not specified,False,True,unknown,30.0
21,m,fit,72.0,banking / financial / real estate,True,False,libra,20.0
32,f,average,61.0,science / tech / engineering,True,False,libra,30.0
22,m,average,69.0,other,False,True,sagittarius,20.0
60,m,overweight,72.0,education / academia,False,True,virgo,60.0
26,m,athletic,71.0,artistic / musical / writer,True,True,libra,25.0
28,m,average,70.0,science / tech / engineering,True,True,pisces,25.0
26,m,athletic,71.0,science / tech / engineering,False,False,cancer,25.0
26,m,fit,71.0,computer / hardware / software,False,True,libra,25.0
27,m,fit,67.0,science / tech / engineering,True,False,sagittarius,25.0
33,f,thin,64.0,student,False,False,aquarius,30.0
39,m,average,69.0,executive / management,True,False,virgo,35.0
29,m,average,66.0,computer / hardware / software,True,True,gemini,25.0
24,m,athletic,71.0,student,False,True,aquarius,20.0
26,f,rather not say,60.0,law / legal services,True,False,libra,25.0
37,m,average,75.0,artistic / musical / writer,True,True,sagittarius,35.0
21,f,skinny,67.0,hospitality / travel,False,False,pisces,20.0
43,f,athletic,62.0,not specified,False,False,pisces,40.0
38,f,full figured,63.0,other,False,True,aries,35.0
28,m,athletic,70.0,not specified,False,False,sagittarius,25.0
19,f,skinny,69.0,other,True,True,cancer,15.0
23,m,thin,67.0,artistic / musical / writer,False,True,capricorn,20.0
44,m,a little extra,66.0,hospitality / travel,False,True,gemini,40.0
22,m,athletic,72.0,hospitality / travel,True,True,aquarius,20.0
36,m,a little extra,73.0,science / tech / engineering,False,True,unknown,35.0
43,m,overweight,72.0,other,False,False,virgo,40.0
24,m,athletic,68.0,executive / management,True,True,sagittarius,20.0
31,m,athletic,66.0,not specified,True,False,leo,30.0
26,m,thin,76.0,science / tech / engineering,False,True,unknown,25.0
43,m,athletic,73.0,computer / hardware / software,False,True,pisces,40.0
35,m,fit,70.0,entertainment / media,True,False,gemini,35.0
27,f,curvy,70.0,political / government,False,False,aquarius,25.0
28,f,rather not say,61.0,not specified,True,False,unknown,25.0
30,m,rather not say,71.0,not specified,True,False,aries,30.0
33,f,curvy,67.0,entertainment / media,False,False,capricorn,30.0
37,f,fit,64.0,sales / marketing / biz dev,True,True,leo,35.0
35,m,fit,72.0,computer / hardware / software,True,True,leo,35.0
21,f,average,62.0,science / tech / engineering,True,False,leo,20.0
30,m,athletic,72.0,science / tech / engineering,True,False,capricorn,30.0
33,m,athletic,72.0,entertainment / media,True,False,pisces,30.0
50,f,fit,67.0,medicine / health,False,True,unknown,50.0
48,m,athletic,69.0,computer / hardware / software,False,True,pisces,45.0
40,m,overweight,70.0,sales / marketing / biz dev,False,True,virgo,40.0
26,m,average,72.0,science / tech / engineering,True,True,virgo,25.0
27,m,skinny,70.0,science / tech / engineering,False,True,unknown,25.0
25,f,skinny,60.0,student,True,False,pisces,25.0
31,m,average,71.0,other,True,False,sagittarius,30.0
32,m,average,68.0,entertainment / media,False,True,libra,30.0
37,m,athletic,72.0,construction / craftsmanship,False,False,cancer,35.0
30,m,athletic,76.0,science / tech / engineering,True,True,capricorn,30.0
35,m,fit,72.0,computer / hardware / software,True,True,gemini,35.0
25,m,average,70.0,not specified,False,False,aquarius,25.0
39,m,fit,71.0,executive / management,False,False,aquarius,35.0
51,f,average,68.0,artistic / musical / writer,True,True,cancer,50.0
31,m,athletic,67.0,artistic / musical / writer,True,True,taurus,30.0
37,m,athletic,72.0,law / legal services,True,True,capricorn,35.0
63,f,average,63.0,other,False,False,libra,60.0
39,f,fit,62.0,not specified,True,True,taurus,35.0
31,f,curvy,65.0,executive / management,False,False,virgo,30.0
24,f,thin,68.0,student,True,True,virgo,20.0
28,f,curvy,62.0,science / tech / engineering,False,False,unknown,25.0
38,f,fit,61.0,banking / financial / real estate,False,True,sagittarius,35.0
30,m,rather not say,65.0,computer / hardware / software,False,False,aquarius,30.0
41,m,fit,72.0,not specified,True,False,unknown,40.0
27,m,a little extra,65.0,construction / craftsmanship,False,True,capricorn,25.0
41,f,curvy,67.0,education / academia,False,False,scorpio,40.0
26,f,athletic,59.0,student,True,True,aquarius,25.0
24,m,athletic,73.0,computer / hardware / software,True,False,libra,20.0
35,m,fit,68.0,other,True,True,libra,35.0
20,f,curvy,65.0,not specified,False,False,scorpio,20.0
23,f,average,61.0,not specified,False,False,pisces,20.0
34,f,fit,67.0,science / tech / engineering,False,False,aquarius,30.0
28,m,athletic,71.0,sales / marketing / biz dev,True,False,unknown,25.0
25,f,rather not say,69.0,medicine / health,False,True,unknown,25.0
21,m,thin,70.0,student,True,False,aries,20.0
23,m,athletic,67.0,sales / marketing / biz dev,True,False,libra,20.0
31,m,average,75.0,other,False,False,pisces,30.0
27,m,average,71.0,artistic / musical / writer,True,True,scorpio,25.0
33,m,athletic,69.0,banking / financial / real estate,True,True,capricorn,30.0
22,m,athletic,69.0,student,True,False,libra,20.0
20,f,thin,66.0,student,True,False,taurus,20.0
26,m,fit,68.0,science / tech / engineering,False,True,cancer,25.0
29,m,athletic,71.0,executive / management,True,True,unknown,25.0
29,m,average,72.0,executive / management,True,False,scorpio,25.0
25,m,fit,69.0,science / tech / engineering,False,False,libra,25.0
23,m,rather not say,71.0,other,False,True,unknown,20.0
30,m,average,67.0,computer / hardware / software,True,False,pisces,30.0
32,m,a little extra,72.0,other,False,False,scorpio,30.0
31,m,athletic,70.0,not specified,True,True,pisces,30.0
30,f,average,63.0,sales / marketing / biz dev,True,True,gemini,30.0
27,m,rather not say,71.0,science / tech / engineering,True,True,unknown,25.0
38,f,a little extra,63.0,other,False,False,libra,35.0
26,f,a little extra,63.0,student,True,True,capricorn,25.0
36,m,average,72.0,medicine / health,True,True,aries,35.0
42,f,fit,69.0,clerical / administrative,True,True,virgo,40.0
47,m,athletic,71.0,other,False,False,scorpio,45.0
27,m,athletic,70.0,science / tech / engineering,True,True,unknown,25.0
31,m,fit,70.0,computer / hardware / software,True,True,gemini,30.0
35,m,fit,69.0,not specified,True,True,unknown,35.0
30,f,full figured,61.0,hospitality / travel,False,True,virgo,30.0
28,m,average,71.0,other,False,True,libra,25.0
24,m,rather not say,72.0,not specified,True,False,unknown,20.0
39,m,average,72.0,education / academia,False,False,cancer,35.0
19,m,average,70.0,student,False,False,cancer,15.0
25,f,fit,67.0,entertainment / media,True,True,unknown,25.0
24,m,average,70.0,science / tech / engineering,False,True,scorpio,20.0
32,m,a little extra,72.0,science / tech / engineering,False,True,virgo,30.0
29,m,fit,73.0,computer / hardware / software,True,False,sagittarius,25.0
23,f,fit,67.0,sales / marketing / biz dev,True,False,unknown,20.0
24,f,average,63.0,education / academia,False,True,cancer,20.0
60,f,a little extra,63.0,retired,False,True,sagittarius,60.0
33,f,average,68.0,medicine / health,True,True,virgo,30.0
33,m,average,69.0,computer / hardware / software,True,False,unknown,30.0
44,f,athletic,69.0,other,False,False,libra,40.0
22,m,fit,72.0,student,False,True,virgo,20.0
60,m,fit,72.0,artistic / musical / writer,True,False,unknown,60.0
22,f,thin,69.0,student,True,True,gemini,20.0
33,m,average,74.0,science / tech / engineering,True,True,aquarius,30.0
26,m,athletic,74.0,entertainment / media,False,False,unknown,25.0
25,m,athletic,70.0,science / tech / engineering,True,False,unknown,25.0
44,f,rather not say,63.0,executive / management,True,False,sagittarius,40.0
50,m,overweight,69.0,retired,False,True,unknown,50.0
25,f,full figured,68.0,hospitality / travel,False,True,gemini,25.0
28,f,athletic,67.0,not specified,True,False,sagittarius,25.0
35,f,skinny,65.0,banking / financial / real estate,True,False,virgo,35.0
41,f,a little extra,61.0,not specified,True,False,taurus,40.0
24,m,average,69.0,computer / hardware / software,True,False,capricorn,20.0
34,m,fit,70.0,construction / craftsmanship,False,False,scorpio,30.0
25,f,average,69.0,sales / marketing / biz dev,True,True,cancer,25.0
33,m,athletic,68.0,entertainment / media,False,True,leo,30.0
35,m,average,74.0,executive / management,False,True,scorpio,35.0
34,m,athletic,70.0,executive / management,True,False,unknown,30.0
43,m,used up,73.0,other,True,False,pisces,40.0
59,m,a little extra,70.0,other,True,True,capricorn,55.0
33,m,athletic,66.0,medicine / health,False,True,virgo,30.0
37,m,average,68.0,science / tech / engineering,True,True,unknown,35.0
33,m,average,66.0,medicine / health,False,False,virgo,30.0
34,m,athletic,73.0,medicine / health,False,False,cancer,30.0
28,m,athletic,70.0,computer / hardware / software,True,True,pisces,25.0
59,m,a little extra,66.0,artistic / musical / writer,True,False,pisces,55.0
43,f,average,67.0,artistic / musical / writer,True,False,capricorn,40.0
30,f,rather not say,65.0,artistic / musical / writer,True,False,cancer,30.0
39,f,thin,64.0,medicine / health,False,True,capricorn,35.0
37,m,used up,70.0,not specified,True,False,aquarius,35.0
21,m,fit,72.0,hospitality / travel,False,True,libra,20.0
29,f,average,64.0,artistic / musical / writer,False,False,cancer,25.0
34,m,fit,75.0,education / academia,True,True,leo,30.0
19,m,rather not say,68.0,not specified,True,True,aquarius,15.0
25,m,skinny,77.0,other,False,False,scorpio,25.0
55,m,fit,72.0,other,True,False,cancer,55.0
29,m,used up,68.0,medicine / health,False,False,aries,25.0
25,m,athletic,72.0,banking / financial / real estate,True,False,libra,25.0
34,m,a little extra,68.0,entertainment / media,True,False,taurus,30.0
29,m,thin,71.0,entertainment / media,False,False,aries,25.0
21,f,fit,63.0,artistic / musical / writer,True,True,virgo,20.0
24,m,skinny,69.0,other,False,False,virgo,20.0
43,f,athletic,65.0,education / academia,False,False,cancer,40.0
53,m,fit,72.0,medicine / health,True,True,virgo,50.0
35,m,average,68.0,construction / craftsmanship,False,False,virgo,35.0
18,f,fit,64.0,student,True,True,virgo,15.0
42,f,curvy,67.0,clerical / administrative,False,False,virgo,40.0
38,f,average,62.0,other,False,False,virgo,35.0
50,m,average,69.0,medicine / health,False,True,unknown,50.0
33,m,overweight,67.0,hospitality / travel,False,False,scorpio,30.0
40,m,fit,68.0,sales / marketing / biz dev,False,True,unknown,40.0
34,m,thin,71.0,computer / hardware / software,False,True,unknown,30.0
44,f,athletic,63.0,sales / marketing / biz dev,False,False,leo,40.0
38,f,fit,65.0,medicine / health,True,False,capricorn,35.0
20,m,thin,66.0,artistic / musical / writer,False,False,taurus,20.0
44,m,fit,74.0,medicine / health,False,True,cancer,40.0
49,f,fit,65.0,sales / marketing / biz dev,False,False,leo,45.0
25,m,athletic,71.0,banking / financial / real estate,False,False,sagittarius,25.0
55,m,fit,72.0,science / tech / engineering,False,True,virgo,55.0
24,m,thin,71.0,banking / financial / real estate,True,False,gemini,20.0
27,m,athletic,70.0,sales / marketing / biz dev,True,True,taurus,25.0
37,f,average,67.0,education / academia,False,False,leo,35.0
26,m,fit,70.0,other,True,True,capricorn,25.0
32,f,curvy,64.0,not specified,True,True,aries,30.0
30,f,jacked,67.0,science / tech / engineering,True,True,gemini,30.0
50,f,curvy,63.0,other,False,True,virgo,50.0
27,m,thin,70.0,other,False,False,aries,25.0
28,m,thin,71.0,clerical / administrative,True,True,taurus,25.0
25,m,fit,71.0,banking / financial / real estate,True,False,unknown,25.0
32,m,fit,70.0,medicine / health,True,True,leo,30.0
27,m,average,67.0,clerical / administrative,True,True,virgo,25.0
25,f,jacked,64.0,executive / management,False,True,unknown,25.0
26,m,fit,69.0,construction / craftsmanship,False,True,virgo,25.0
44,m,athletic,74.0,executive / management,True,False,pisces,40.0
30,m,athletic,72.0,science / tech / engineering,True,False,capricorn,30.0
30,m,fit,72.0,artistic / musical / writer,True,True,cancer,30.0
24,m,average,68.0,other,True,False,sagittarius,20.0
21,f,skinny,61.0,not specified,False,False,libra,20.0
37,m,average,68.0,computer / hardware / software,True,False,pisces,35.0
38,m,curvy,71.0,computer / hardware / software,False,False,capricorn,35.0
26,m,average,71.0,computer / hardware / software,True,True,taurus,25.0
27,f,fit,68.0,other,False,False,gemini,25.0
18,m,athletic,68.0,artistic / musical / writer,False,True,scorpio,15.0
33,m,fit,67.0,executive / management,True,False,unknown,30.0
30,m,average,72.0,computer / hardware / software,False,False,leo,30.0
22,f,fit,67.0,not specified,False,True,scorpio,20.0
27,f,full figured,63.0,medicine / health,False,True,libra,25.0
31,m,average,69.0,artistic / musical / writer,False,False,taurus,30.0
26,f,jacked,67.0,medicine / health,True,True,cancer,25.0
30,m,fit,69.0,not specified,False,True,leo,30.0
33,m,average,71.0,other,False,True,taurus,30.0
27,m,fit,67.0,hospitality / travel,True,False,aries,25.0
38,m,thin,75.0,construction / craftsmanship,False,False,aries,35.0
32,f,average,69.0,clerical / administrative,True,True,virgo,30.0
25,f,curvy,66.0,medicine / health,True,False,libra,25.0
31,m,rather not say,72.0,retired,False,False,virgo,30.0
25,f,average,60.0,student,True,True,gemini,25.0
41,f,fit,65.0,entertainment / media,True,True,leo,40.0
67,f,curvy,66.0,other,False,False,aquarius,65.0
22,f,curvy,66.0,artistic / musical / writer,True,True,cancer,20.0
47,f,average,64.0,entertainment / media,True,False,sagittarius,45.0
26,f,thin,66.0,science / tech / engineering,True,False,unknown,25.0
18,f,fit,61.0,student,False,True,scorpio,15.0
30,f,overweight,66.0,not specified,False,False,virgo,30.0
27,f,rather not say,66.0,education / academia,False,False,virgo,25.0
43,m,average,74.0,executive / management,True,True,pisces,40.0
39,f,thin,64.0,other,False,False,aries,35.0
37,f,full figured,63.0,artistic / musical / writer,False,False,leo,35.0
29,m,average,66.0,artistic / musical / writer,True,True,virgo,25.0
19,m,athletic,66.0,not specified,True,False,unknown,15.0
28,f,rather not say,66.0,other,False,True,aries,25.0
28,m,a little extra,72.0,student,False,True,aries,25.0
25,m,rather not say,70.0,computer / hardware / software,True,False,unknown,25.0
47,f,average,64.0,executive / management,True,False,scorpio,45.0
31,m,average,69.0,computer / hardware / software,True,False,aries,30.0
26,m,rather not say,72.0,other,False,True,leo,25.0
36,f,athletic,68.0,sales / marketing / biz dev,True,False,taurus,35.0
31,m,used up,71.0,science / tech / engineering,True,True,aries,30.0
34,f,curvy,66.0,other,False,True,aquarius,30.0
36,f,average,64.0,education / academia,False,True,aries,35.0
27,f,fit,67.0,not specified,True,True,unknown,25.0
26,f,a little extra,67.0,not specified,False,False,aries,25.0
37,f,fit,67.0,student,True,False,gemini,35.0
27,f,average,65.0,education / academia,False,True,sagittarius,25.0
31,f,rather not say,63.0,medicine / health,True,False,sagittarius,30.0
42,f,fit,65.0,law / legal services,True,False,aries,40.0
42,f,average,66.0,science / tech / engineering,False,True,scorpio,40.0
49,f,thin,62.0,sales / marketing / biz dev,True,True,scorpio,45.0
39,m,fit,76.0,entertainment / media,True,True,unknown,35.0
25,m,fit,72.0,sales / marketing / biz dev,False,True,unknown,25.0
28,m,average,73.0,computer / hardware / software,True,False,unknown,25.0
27,m,fit,71.0,hospitality / travel,True,False,sagittarius,25.0
35,m,athletic,72.0,transportation,False,False,scorpio,35.0
42,m,average,69.0,computer / hardware / software,False,True,virgo,40.0
26,m,fit,71.0,sales / marketing / biz dev,True,True,gemini,25.0
24,m,a little extra,73.0,law / legal services,False,False,unknown,20.0
29,m,athletic,72.0,science / tech / engineering,True,True,unknown,25.0
39,m,average,69.0,rather not say,True,True,sagittarius,35.0
21,m,rather not say,63.0,unemployed,False,False,gemini,20.0
36,f,athletic,64.0,medicine / health,True,False,unknown,35.0
45,f,full figured,72.0,medicine / health,True,False,unknown,45.0
25,m,jacked,69.0,student,True,False,gemini,25.0
24,f,curvy,64.0,artistic / musical / writer,False,True,cancer,20.0
37,f,a little extra,67.0,not specified,True,False,libra,35.0
26,f,curvy,67.0,artistic / musical / writer,True,True,unknown,25.0
31,m,athletic,73.0,other,False,False,aries,30.0
24,m,rather not say,72.0,science / tech / engineering,False,True,libra,20.0
21,f,average,69.0,student,False,True,libra,20.0
35,m,average,67.0,not specified,False,True,unknown,35.0
18,m,fit,77.0,not specified,True,False,unknown,15.0
24,m,athletic,74.0,science / tech / engineering,True,True,sagittarius,20.0
26,f,rather not say,69.0,not specified,True,True,cancer,25.0
27,f,average,64.0,student,False,True,virgo,25.0
25,f,athletic,63.0,artistic / musical / writer,True,False,cancer,25.0
28,f,curvy,67.0,sales / marketing / biz dev,True,False,unknown,25.0
33,f,average,60.0,other,False,False,sagittarius,30.0
59,f,fit,65.0,medicine / health,False,False,unknown,55.0
56,m,rather not say,68.0,law / legal services,False,True,capricorn,55.0
29,m,athletic,70.0,artistic / musical / writer,True,False,cancer,25.0
30,m,athletic,72.0,artistic / musical / writer,True,False,cancer,30.0
24,m,athletic,72.0,science / tech / engineering,False,True,taurus,20.0
21,m,thin,71.0,not specified,True,False,leo,20.0
33,f,average,63.0,sales / marketing / biz dev,True,False,aquarius,30.0
21,f,average,64.0,student,True,True,libra,20.0
26,f,curvy,67.0,sales / marketing / biz dev,True,True,sagittarius,25.0
22,f,rather not say,66.0,not specified,False,False,cancer,20.0
27,f,curvy,65.0,education / academia,False,True,pisces,25.0
